1Amide,1Amine,2Amide,2Amine,3Amide,3Amine,Abraham AH,Abraham BH,Abraham L16,Abraham Pi,Abraham R2,Abraham Vx,Acid,Alcohol,Alkene,Amide,Amine,Anhydride,Anilines,Aromatic,Auto-Ignition,Avoidance,BP,CAS,Marker,Solvent Count,One (Hide),PP_X-Axis_CompField,PP_Y-Axis_CompField,FG_X-Axis_CompField,FG_Y-Axis_CompField,Hints and Tips,PCA2D_X-Axis_CompField,Hints,Carbonate,Chloro,Conformers TZVP-Fine,Conformers TZVP,DBIDRef TZVP-Fine,DBIDRef TZVP,Density,Dielectric,Dipole,ETN,Environmental Link,Environmental,Ester,Ether,Extension TZVP-Fine,Extension TZVP,ICH_X-Axis_CompField,VAP_X-Axis_CompField,Filename TZVP,Flammability Score,Flammability,Flash Point,Fluoro,Formula,General,Gutmann,Halogen,Hansen Disp,Hansen H-Bond,Hansen Polar,Health,Heat Capacity,Heteroaromatic Amines,Hildebrand,Hvap,Hydrocarbon,ICH Class,ICH Limit,ICH_Y-Axis_CompField,ID,Impact in Air,Impact in Water,In Ch I Key,In Ch I,Ketone/Aldehyde,LCA,MP,Miscibility,Mol. Wt.,Name,Nitrile,Nitro,Nitrogen Bases,Number of Records,Octant,Other,PC1,PC2,PC3,PC4,PC5,PCA2D_Y-Axis_CompField,PCA2D_mColor_CompField,Phosphorus Containing,Quadrant,Reactivity Literature,Reactivity,Refractive Index,Smiles,Silicone,Solubility of Water,Solvatochromic Alpha,Solvatochromic Beta,Solvatochromic Pi*,Static,Sulfide,Sulfite,Sulfone,Sulfoxide,Sulfur Containing,T-Rating,Urea,HEAT_X-Axis_CompField,VOC Potential,Vapour Pressure,Viscosity Score,Viscosity,log Pow
N,N,N,N,N,N,0.37,0.48,3.11,0.42,0.22,0.872,N,Y,N,N,N,N,N,N,300,N,138,71-41-0,3,Solvent Count,1,-2.7643,-0.852872,-2.7643,-0.852872,Hints and Tips,-2.7643,Hints and Tips,N,N,2,2,4,1,0.814,13.9,1.71,0.57,,,N,N,cosmo,cosmo,-2.7643,91,1-pentanol,3,Class IC,33,N,C5H12O,,25,N,7.8,6.8,2.2,1,2848,N,11.1,,N,3,5000,-0.852872,91,1,1,AMQJEAYHLZJPGS-UHFFFAOYSA-N,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",N,2,-78.2,N,88.148,Pentan-1-ol,N,N,N,1,5,N,-2.7643,-0.852872,2.81625,-1.09108,-0.869124,-0.852872,138,N,1,,,1.41,CCCCCO,N,20.62,,,,1,N,N,N,N,N,T2,N,91,1,1.5,1,4.044,1.51
N,N,N,N,N,N,0.33,0.56,1.76,0.36,0.21,0.59,N,Y,N,N,N,N,N,N,399,N,82.4,67-63-0,3,Solvent Count,1,-5.26444,-2.31088,-5.26444,-2.31088,Hints and Tips,-5.26444,Hints and Tips,N,N,2,2,4,1,0.786,19.9,1.65,0.55,,,N,N,cosmo,cosmo,-5.26444,98,2-propanol,3,Class IB,12,N,C3H8O,,36,N,7.7,8,3,1,3207,N,11.4,1115,N,3,5000,-2.31088,98,1,1,KFZMGEQAYNKOFK-UHFFFAOYSA-N,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",N,2,-88,Y,60.095,IPA [Propan-2-ol],N,N,N,1,5,N,-5.26444,-2.31088,0.99332,-2.39862,-1.19069,-2.31088,82.4,N,1,,,1.377,CC(O)C,N,786.75,0.76,0.95,0.48,1,N,N,N,N,N,T2,N,98,2,33.1,1,2.393,0.05
N,N,N,N,N,N,0.37,0.48,1.49,0.42,0.25,0.449,N,Y,N,N,N,N,N,N,423,N,78.3,64-17-5,3,Solvent Count,1,-6.8371,-3.676,-6.8371,-3.676,Hints and Tips,-6.8371,Hints and Tips,N,N,2,2,4,1,0.785,24.6,1.74,0.65,,,N,N,cosmo,cosmo,-6.8371,65,ethanol,3,Class IB,13,N,C2H6O,"When denatured (as IMS) may have different denaturants  - IPA, MeOH.  Absolute EtOH has trace benzene content.",32,N,7.7,9.5,4.3,1,3052,N,12.8,1029,N,3,5000,-3.676,65,1,1,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",N,2,-114.5,Y,46.068,Ethanol,N,N,N,1,5,N,-6.8371,-3.676,1.11638,-2.0345,-0.948893,-3.676,78.3,N,1,,,1.361,CCO,N,782.35,0.83,0.77,0.54,1,N,N,N,N,N,T2,N,65,2,39,1,1.195,-0.3
N,N,N,N,N,N,0.43,0.47,0.97,0.44,0.28,0.308,N,Y,N,N,N,N,N,N,464,N,64.5,67-56-1,2,Solvent Count,1,-8.72651,-5.31265,-8.72651,-5.31265,Hints and Tips,-8.72651,Hints and Tips,N,N,1,1,4,1,0.791,32.7,1.71,0.76,,,N,N,cosmo,cosmo,-8.72651,76,methanol,3,Class IB,11,N,CH4O,,30,N,7.4,10.9,6,2,3162,N,14.5,1406,N,2,3000,-5.31265,76,1,1,OKKJLVBELUTLKV-UHFFFAOYSA-N,"InChI=1S/CH4O/c1-2/h2H,1H3",N,2,-97.7,Y,32.042,Methanol,N,N,N,1,5,N,-8.72651,-5.31265,1.25112,-1.85931,-0.620266,-5.31265,64.5,N,1,,,1.328,CO,N,791.99,0.93,0.62,0.6,1,N,N,N,N,N,T1,N,76,2,95.5,0,0.587,-0.74
N,N,N,N,N,N,,,,,,1.028,N,Y,N,N,N,N,N,N,640,N,168.5,123-42-2,,Solvent Count,1,-2.50863,2.98646,-2.50863,2.98646,Hints and Tips,-2.50863,Hints and Tips,N,N,7,7,4,1,0.935,,,,,,N,N,cosmo,cosmo,-2.50863,190,4-oh-4-me-2-pentanone,2,Class II,58,N,C6H12O2,,,N,,,,,,N,,,N,,,2.98646,190,,,SWXVUIWOUIDPGS-UHFFFAOYSA-N,"InChI=1S/C6H12O2/c1-5(7)4-6(2,3)8/h8H,4H2,1-3H3",Y,,-47,N,116.158,4-Hydroxy-4-methylpentan-2-one,N,N,N,1,3,N,-2.50863,2.98646,-1.32478,-0.110683,1.04734,2.98646,168.5,N,3,,,1.423,CC(=O)CC(O)(C)C,N,,,,,,N,N,N,N,N,T1,N,190,1,1,,,-0.09
N,N,N,N,N,N,,,,,,0.696,N,Y,N,N,N,N,N,N,,N,57.5,920-66-1,,Solvent Count,1,-7.26762,-8.20768,-7.26762,-8.20768,Hints and Tips,-7.26762,Hints and Tips,N,N,2,2,5,2,1.596,,,1.07,,,N,N,cosmo,cosmo,-7.26762,150,"1,1,1,3,3,3-Hexafluoropropan-2-ol",3,Class IB,4,Y,C3H2F6O,,,Y,,,,,,N,,,N,,,-8.20768,150,,,BYEAHWXPCBROCE-UHFFFAOYSA-N,"InChI=1S/C3H2F6O/c4-2(5,6)1(10)3(7,8)9/h1,10H",N,,-4,Y,168.038,"1,1,1,3,3,3-Hexafluoropropan-2-ol",N,N,N,1,5,N,-7.26762,-8.20768,11.9645,-1.99806,-0.023481,-8.20768,57.5,N,1,,"Good ionising solvent, low nucleophilicity  - cost, availability ?",1.275,OC(C(F)(F)F)C(F)(F)F,N,,1.96,0,0.65,,N,N,N,N,N,Not Assigned,N,150,,,,,1.66
N,N,N,N,N,N,,,,,,0.502,N,Y,N,N,N,N,N,N,480,N,74,75-89-8,,Solvent Count,1,-6.72189,-6.73863,-6.72189,-6.73863,Hints and Tips,-6.72189,Hints and Tips,N,N,2,2,5,2,1.391,,,0.9,,,N,N,cosmo,cosmo,-6.72189,131,"2,2,2-Trifluoroethanol",3,Class IC,29,Y,C2H3F3O,,,Y,,,,,,N,,,N,,,-6.73863,131,,,RHQDFWAXVIIEBN-UHFFFAOYSA-N,"InChI=1S/C2H3F3O/c3-2(4,5)1-6/h6H,1H2",N,,-45,Y,100.04,"2,2,2-Trifluoroethanol",N,N,N,1,5,N,-6.72189,-6.73863,5.76113,0.904505,0.809133,-6.73863,74,N,1,,"Good ionising solvent, low nucleophilicity  - cost, availability ?",,OCC(F)(F)F,N,,1.51,0,0.73,,N,N,N,N,N,T1,N,131,,,,,0.41
N,N,N,N,N,N,,,,,,1.752,N,Y,N,N,N,N,N,N,317,N,283,143-22-6,,Solvent Count,1,-0.397931,10.5469,-0.397931,10.5469,Hints and Tips,-0.397931,Hints and Tips,N,N,9,9,5,2,0.822,,,,,,N,Y,cosmo,cosmo,-0.397931,270,Butoxytriglycol,1,Class IIIB,138,N,C10H22O4,,,N,7.9,3.6,3.4,,2724,N,,376,N,,,10.5469,270,,,COBPKKZHLDDMTB-UHFFFAOYSA-N,"InChI=1S/C10H22O4/c1-2-3-5-12-7-9-14-10-8-13-6-4-11/h11H,2-10H2,1H3",N,,-39,N,206.279,"Butoxytriglycol [3,6,9-Trioxatridecan-1-ol]",N,N,N,1,7,N,-0.397931,10.5469,3.24714,-1.54218,1.67661,10.5469,283,N,3,,,,CCCCOCCOCCOCCO,N,,,,,,N,N,N,N,N,T2,N,270,,,1,9.28,
N,N,N,N,N,N,,,,,,1.694,N,Y,N,N,N,N,N,N,305,N,254,112-59-4,,Solvent Count,1,1.51749,7.50988,1.51749,7.50988,Hints and Tips,1.51749,Hints and Tips,N,N,10,10,5,2,0.932,,,,,,N,Y,cosmo,cosmo,1.51749,243,Hexyl_Carbitol,1,Class IIIB,126,N,C10H22O3,,,N,7.8,4.9,2.9,,2378,N,,886,N,,,7.50988,243,,,GZMAAYIALGURDQ-UHFFFAOYSA-N,"InChI=1S/C10H22O3/c1-2-3-4-5-7-12-9-10-13-8-6-11/h11H,2-10H2,1H3",N,,-34,N,190.28,Hexyl Carbitol [2-[2-(Hexyloxy)ethoxy]ethanol],N,N,N,1,8,N,1.51749,7.50988,3.28973,-0.49155,1.04222,7.50988,254,N,4,,,1.438,CCCCCCOCCOCCO,N,,,,,,N,N,N,N,N,T2,N,243,,,1,6.293,
N,N,N,N,N,N,,,,,,1.412,N,Y,N,N,N,N,N,N,228,N,230,112-34-5,,Solvent Count,1,-0.743199,3.67786,-0.743199,3.67786,Hints and Tips,-0.743199,Hints and Tips,N,N,10,10,5,2,0.952,,0,,,,N,Y,cosmo,cosmo,-0.743199,242,Butyl_Carbitol,1,Class IIIB,99,N,C8H18O3,,,N,7.8,5.2,2.4,,,N,9.8,,N,,,3.67786,242,,,OAYXUHPQHDHDDZ-UHFFFAOYSA-N,"InChI=1S/C8H18O3/c1-2-3-5-10-7-8-11-6-4-9/h9H,2-8H2,1H3",N,,-68,N,162.227,Butyl Carbitol [2-[2-(Butyloxy)ethoxy]ethanol],N,N,N,1,7,N,-0.743199,3.67786,3.1728,-4.10058,5.58374,3.67786,230,N,3,,,1.426,CCCCOCCOCCO,N,,,,,,N,N,N,N,N,T3,N,242,1,0,1,5.853,0.56
N,N,N,N,N,N,,,,,,1.257,N,Y,N,N,N,N,N,N,495,N,243,770-35-4,,Solvent Count,1,0.267422,2.80977,0.267422,2.80977,Hints and Tips,0.267422,Hints and Tips,N,N,9,9,5,2,1.063,,,,,,N,Y,cosmo,cosmo,0.267422,257,PPh_Glycol_Ether,1,Class IIIB,115,N,C9H12O2,Racemic mixture - Could be problematic for asymmetric reactions.,,N,8.5,5.6,2.6,,,N,,,N,,,2.80977,257,,,IBLKWZIFZMJLFL-UHFFFAOYSA-N,"InChI=1S/C9H12O2/c1-8(10)7-11-9-5-3-2-4-6-9/h2-6,8,10H,7H2,1H3",N,,19,Not Determined,152.19,PPh Glycol Ether [Propylene glycol phenyl ether],N,N,N,1,8,N,0.267422,2.80977,3.35628,4.0458,-0.798908,2.80977,243,N,4,,,,CC(COc1ccccc1)O,N,,,,,,N,N,N,N,N,T1,N,257,,,,,
N,N,N,N,N,N,,,,,,1.553,N,Y,N,N,N,N,N,N,205,N,213,29911-27-1,,Solvent Count,1,1.13119,6.82277,1.13119,6.82277,Hints and Tips,1.13119,Hints and Tips,N,N,9,9,5,2,0.911,,,,,,N,Y,cosmo,cosmo,1.13119,250,DPnP_Glycol_Ester_Isomer01,1,Class IIIA,88,N,C9H20O3,Racemic mixture - Could be problematic for asymmetric reactions.,,N,7.3,4.7,1.5,,,N,,,N,,,6.82277,250,,,WEZPLQKRXDBPEP-UHFFFAOYSA-N,"InChI=1S/C9H20O3/c1-4-5-11-7-9(3)12-6-8(2)10/h8-10H,4-7H2,1-3H3",N,,-75,Not Determined,176.253,DPnP Glycol Ether [1-(1-propoxypropan-2-yloxy)propan-2-ol],N,N,N,1,8,N,1.13119,6.82277,0.803624,-1.6561,0.398027,6.82277,213,N,4,,,,CCCOCC(OCC(O)C)C,N,,,,,,N,N,N,N,N,T3,N,250,,,,,
N,N,N,N,N,N,,,,,,2.175,N,Y,N,N,N,N,N,N,186,N,274,55934-93-5,,Solvent Count,1,4.77199,10.9534,4.77199,10.9534,Hints and Tips,4.77199,Hints and Tips,N,N,10,10,5,2,0.93,,,,,,N,Y,cosmo,cosmo,4.77199,259,TPnB_Glycol_Ether_Isomer01,1,Class IIIB,126,N,C13H28O4,Racemic mixture - Could be problematic for asymmetric reactions.,,N,7.2,3.9,0.8,,,N,,,N,,,10.9534,259,,,LORVPHHKJFSORQ-UHFFFAOYSA-N,"InChI=1S/C13H28O4/c1-5-6-7-15-9-12(3)17-10-13(4)16-8-11(2)14/h11-14H,5-10H2,1-4H3",N,,-75,Not Determined,248.359,TPnB Glycol Ether [Tripropylene glycol n-butyl ether],N,N,N,1,8,N,4.77199,10.9534,3.7886,-0.925717,1.20125,10.9534,274,N,4,,,,CCCCOCC(OCC(OCC(O)C)C)C,N,,,,,,N,N,N,N,N,T4,N,259,,,,,
N,N,N,N,N,N,,,,,,1.212,N,Y,N,N,N,N,N,N,260,N,171,5131-66-8,,Solvent Count,1,0.978998,2.33226,0.978998,2.33226,Hints and Tips,0.978998,Hints and Tips,N,N,9,9,5,2,0.879,,,,,,N,Y,cosmo,cosmo,0.978998,255,PnB_Glycol_Ether,1,Class IIIA,63,N,C7H16O2,Racemic mixture - Could be problematic for asymmetric reactions.,,N,7.3,5.2,2.4,,,N,9.3,507,N,,,2.33226,255,,,RWNUSVWFHDHRCJ-UHFFFAOYSA-N,"InChI=1S/C7H16O2/c1-3-4-5-9-6-7(2)8/h7-8H,3-6H2,1-2H3",N,,-80,Not Determined,132.201,PnB Glycol Ether [3-Butoxypropan-2-ol],N,N,N,1,8,N,0.978998,2.33226,0.14015,-1.38571,0.452169,2.33226,171,N,4,,,,CCCCOCC(O)C,N,,,,,,N,N,N,N,N,T3,N,255,,,1,3.356,
N,N,N,N,N,N,,,,,,1.694,N,Y,N,N,N,N,N,N,194,N,230,29911-28-2,,Solvent Count,1,2.40804,7.4026,2.40804,7.4026,Hints and Tips,2.40804,Hints and Tips,N,N,10,10,5,2,0.911,,,,,,N,Y,cosmo,cosmo,2.40804,262,DPnB_Glycol_Ether_Isomer01,1,Class IIIB,100,N,C10H22O3,Racemic mixture - Could be problematic for asymmetric reactions.,,N,7.2,4.3,1.2,,,N,,277,N,,,7.4026,262,,,CUVLMZNMSPJDON-UHFFFAOYSA-N,"InChI=1S/C10H22O3/c1-4-5-6-12-8-10(3)13-7-9(2)11/h9-11H,4-8H2,1-3H3",N,,-75,Not Determined,190.28,DPnB Glycol Ether [Dipropylene glycol n-butyl ether],N,N,N,1,8,N,2.40804,7.4026,1.63708,-1.40445,0.605032,7.4026,230,N,4,,,,CCCCOCC(OCC(O)C)C,N,,,,,,N,N,N,N,N,T4,N,262,,,1,4.703,
N,N,N,N,N,N,,,,,,1.116,N,Y,N,N,N,N,N,N,495,N,244,122-99-6,,Solvent Count,1,-1.42132,2.28022,-1.42132,2.28022,Hints and Tips,-1.42132,Hints and Tips,N,N,9,9,5,2,1.11,,,,,,N,Y,cosmo,cosmo,-1.42132,251,EPh_Glycol_Ether,1,Class IIIB,119,N,C8H10O2,,,N,8.7,7,2.8,,,N,11.5,,N,,,2.28022,251,,,QCDWFXQBSFUVSP-UHFFFAOYSA-N,"InChI=1S/C8H10O2/c9-6-7-10-8-4-2-1-3-5-8/h1-5,9H,6-7H2",N,,15,Not Determined,138.164,EPh Glycol Ether [2-phenoxyethanol],N,N,N,1,7,N,-1.42132,2.28022,3.93606,4.14949,-1.05192,2.28022,244,N,3,,,1.537,OCCOc1ccccc1,N,,,,,,N,N,N,N,N,T1,N,251,1,0,,,1.16
N,N,N,N,N,N,,,,,,1.13,N,Y,N,N,N,N,N,N,201,N,201,111-90-0,,Solvent Count,1,-2.04393,4.57115,-2.04393,4.57115,Hints and Tips,-2.04393,Hints and Tips,N,N,9,9,5,2,0.989,,0,,,,N,Y,cosmo,cosmo,-2.04393,245,Carbitol,1,Class IIIA,90,N,C6H14O3,,,N,7.9,6,4.5,,2252,N,10.3,322,N,,,4.57115,245,,,XXJWXESWEXIICW-UHFFFAOYSA-N,"InChI=1S/C6H14O3/c1-2-8-5-6-9-4-3-7/h7H,2-6H2,1H3",N,,-43,Not Determined,134.174,Carbitol [2-(2-ethoxyethoxy)ethanol],N,N,N,1,7,N,-2.04393,4.57115,0.400268,-1.17734,-0.195925,4.57115,201,N,3,,,1.428,OCCOCCOCC,N,,,,,,N,N,N,N,N,T3,N,245,1,0.1,1,4.684,-0.54
N,N,N,N,N,N,,,,,,1.752,N,Y,N,N,N,N,N,N,277,N,243,25498-49-1,,Solvent Count,1,1.57178,9.42668,1.57178,9.42668,Hints and Tips,1.57178,Hints and Tips,N,N,10,10,5,2,0.966,,3.57,,,,N,Y,cosmo,cosmo,1.57178,258,TPM_Glycol_Ether_Isomer01,1,Class IIIB,121,N,C10H22O4,Racemic mixture - Could be problematic for asymmetric reactions.,,N,7.4,5.6,1.7,,,N,8.9,,N,,,9.42668,258,,,HPFDGTFXAVIVTH-UHFFFAOYSA-N,"InChI=1S/C10H22O4/c1-8(11)5-13-10(3)7-14-9(2)6-12-4/h8-11H,5-7H2,1-4H3",N,,-78,Not Determined,206.279,TPM Glycol Ether [Tripropylene glycol methyl ether],N,N,N,1,8,N,1.57178,9.42668,1.45753,-0.908463,0.824127,9.42668,243,N,4,,,1.43,COCC(OCC(OCC(O)C)C)C,N,,,,,,N,N,N,N,N,T3,N,258,1,0,,,
N,N,N,N,N,N,,,,,,1.071,N,Y,N,N,N,N,N,N,252,N,149,1569-01-3,,Solvent Count,1,-0.48314,1.59821,-0.48314,1.59821,Hints and Tips,-0.48314,Hints and Tips,N,N,10,10,5,2,0.885,,,,,,N,Y,cosmo,cosmo,-0.48314,256,PnP_Glycol_Ether,2,Class II,48,N,C6H14O2,Racemic mixture - Could be problematic for asymmetric reactions.,,N,7.4,5.7,2.8,,,N,,725,N,,,1.59821,256,,,FENFUOGYJVOCRY-UHFFFAOYSA-N,"InChI=1S/C6H14O2/c1-3-4-8-5-6(2)7/h6-7H,3-5H2,1-2H3",N,,-80,Not Determined,118.174,PnP Glycol Ether [1-Propoxy-2-propanol],N,N,N,1,0,N,-0.48314,1.59821,-0.21765,-1.38936,0.206216,1.59821,149,N,0,,,,CCCOCC(O)C,N,,,,,,N,N,N,N,N,T3,N,256,,,1,2.797,
N,N,N,N,N,N,,,,,,0.931,N,Y,N,N,N,N,N,N,235,N,150,2807-30-9,,Solvent Count,1,-2.62005,0.870106,-2.62005,0.870106,Hints and Tips,-2.62005,Hints and Tips,N,N,10,10,5,2,0.913,,,,,,N,Y,cosmo,cosmo,-2.62005,247,Propyl_Cellosolve,2,Class II,57,N,C5H12O2,,,N,7.9,6.4,3.9,,2543,N,,833,N,,,0.870106,247,,,YEYKMVJDLWJFOA-UHFFFAOYSA-N,"InChI=1S/C5H12O2/c1-2-4-7-5-3-6/h6H,2-5H2,1H3",N,,-90,Not Determined,104.148,Propyl Cellosolve [2-Propoxyethanol],N,N,N,1,7,N,-2.62005,0.870106,0.492484,-1.29295,-0.0183773,0.870106,150,N,3,,,,CCCOCCO,N,,,,,,N,N,N,N,N,T3,N,247,,,1,2.841,
N,N,N,N,N,N,0.3,0.84,2.5,0.5,0.27,0.649,N,Y,N,N,N,N,N,N,285,N,124.5,109-86-4,2,Solvent Count,1,-5.28528,-0.863147,-5.28528,-0.863147,Hints and Tips,-5.28528,Hints and Tips,N,N,4,4,4,1,0.965,16.9,2.04,0.67,,REACH Candidate list - consider alternatives,N,Y,cosmo,cosmo,-5.28528,17,2-methoxyethanol,2,Class II,39,N,C3H8O2,,,N,7.9,8,4.5,3,2357,N,11.7,932,N,2,50,-0.863147,17,3,1,XNWFRZJHXBZDAG-UHFFFAOYSA-N,"InChI=1S/C3H8O2/c1-5-3-2-4/h4H,2-3H2,1H3",N,,-85.1,Not Determined,76.094,Methyl Cellosolve [2-Methoxyethanol],N,N,N,1,5,N,-5.28528,-0.863147,0.149651,-1.06035,-0.461615,-0.863147,124.5,N,1,,,1.402,COCCO,N,964.61,,,0.71,1,N,N,N,N,N,T3,N,17,1,6.8,1,1.722,-0.77
N,N,N,N,N,N,,,,,,1.271,N,Y,N,N,N,N,N,N,207,N,190,34590-94-8,,Solvent Count,1,-0.725119,5.01033,-0.725119,5.01033,Hints and Tips,-0.725119,Hints and Tips,N,N,10,10,5,2,0.953,,2.47,,,,N,Y,cosmo,cosmo,-0.725119,260,DPM_Glycol_Ether,1,Class IIIA,75,N,C7H16O3,Racemic mixture - Could be problematic for asymmetric reactions.,,N,7.6,5.6,2,,,N,8.9,406,N,,,5.01033,260,,,WGYZMNBUZFHYRX-UHFFFAOYSA-N,"InChI=1S/C7H16O3/c1-6(8)4-10-7(2)5-9-3/h6-8H,4-5H2,1-3H3",N,,-83,Y,148.2,DPM Glycol Ether [Dipropylene glycol methyl ether],N,N,N,1,3,N,-0.725119,5.01033,-0.563842,-1.54975,0.326459,5.01033,190,N,3,,,1.42,COCC(OCC(O)C)C,N,,,,,,N,N,N,N,N,T3,N,260,1,0.4,,,
N,N,N,N,N,N,,,,,,0.989,N,Y,N,N,N,N,N,N,240,N,194,111-77-3,,Solvent Count,1,-2.86983,3.66759,-2.86983,3.66759,Hints and Tips,-2.86983,Hints and Tips,N,N,10,10,5,2,1.022,,0,,,,N,Y,cosmo,cosmo,-2.86983,244,Methyl_Carbitol,1,Class IIIB,96,N,C5H12O3,,,N,7.9,6.2,3.8,,,N,11.2,,N,,,3.66759,244,,,SBASXUCJHJRPEV-UHFFFAOYSA-N,"InChI=1S/C5H12O3/c1-7-4-5-8-3-2-6/h6H,2-5H2,1H3",N,,-69,Y,120.147,Methyl Carbitol [2-[2-(Methoxy)ethoxy]ethanol],N,N,N,1,3,N,-2.86983,3.66759,-0.0660459,-1.06358,-0.431207,3.66759,194,N,3,,,1.426,COCCOCCO,N,,,,,,N,N,N,N,N,T3,N,244,1,0.1,1,3.944,
N,N,N,N,N,N,,,,,,0.848,N,Y,N,N,N,N,N,N,229,N,245.7,111-46-6,,Solvent Count,1,-7.96058,2.82674,-7.96058,2.82674,Hints and Tips,-7.96058,Hints and Tips,N,N,10,10,4,1,1.109,31.7,2.31,0.71,,,N,Y,cosmo,cosmo,-7.96058,56,diethyleneglycol,1,Class IIIB,124,N,C4H10O3,,,N,7.9,10,7.2,,2072,N,14.2,393,N,,,2.82674,56,,,MTHSVFCYNBDYFN-UHFFFAOYSA-N,"InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",N,,-7.8,Y,106.12,Diethylene Glycol,N,N,N,1,7,N,-7.96058,2.82674,3.45365,0.601903,-0.443717,2.82674,245.7,N,3,,,1.448,OCCOCCO,N,,,,,,N,N,N,N,N,T3,N,56,1,0,2,36.788,
N,N,N,N,N,N,,,,,,0.79,N,Y,N,N,N,N,N,N,235,N,135.6,110-80-5,,Solvent Count,1,-3.35696,0.0741294,-3.35696,0.0741294,Hints and Tips,-3.35696,Hints and Tips,N,N,9,9,4,1,0.93,,2.08,0.63,http://echa.europa.eu/web/guest/candidate-list-table,REACH Candidate list - consider alternatives,N,Y,cosmo,cosmo,-3.35696,162,ethoxyethanol,2,Class II,43,N,C4H10O2,,,N,7.9,7,4.5,,2484,N,10.7,978,N,,,0.0741294,162,,,ZNQVEEAIQZEUHB-UHFFFAOYSA-N,"InChI=1S/C4H10O2/c1-2-6-4-3-5/h5H,2-4H2,1H3",N,,-90,Y,90.121,2-Ethoxyethanol,N,N,N,1,7,N,-3.35696,0.0741294,0.0462025,-1.21974,0.0135332,0.0741294,135.6,N,3,,,1.407,OCCOCC,N,,,,,,N,N,N,N,N,T3,N,162,1,3.8,1,2.1,-0.54
N,N,N,N,N,N,,,,,,0.79,N,Y,N,N,N,N,N,N,287,N,120,107-98-2,,Solvent Count,1,-2.76111,-0.0234369,-2.76111,-0.0234369,Hints and Tips,-2.76111,Hints and Tips,N,N,6,6,5,2,0.921,,2.4,,,,N,Y,cosmo,cosmo,-2.76111,254,PM_Glycol_Ether,3,Class IC,31,N,C4H10O2,Racemic mixture - Could be problematic for asymmetric reactions.,,N,7.6,6.6,3.5,,,N,10.4,828,N,,,-0.0234369,254,,,ARXJGSRGQADJSQ-UHFFFAOYSA-N,"InChI=1S/C4H10O2/c1-4(5)3-6-2/h4-5H,3H2,1-2H3",N,,-97,Y,90.121,PM Glycol Ether [1-Methoxy-2-propanol],N,N,N,1,1,N,-2.76111,-0.0234369,-0.718538,-1.3665,0.0397147,-0.0234369,120,N,1,,,1.4,COCC(O)C,N,,,,,,N,N,N,N,N,T3,N,254,1,8,1,1.904,
N,N,N,N,N,N,,,,,,0.79,N,Y,N,N,N,N,N,N,287,N,120.6,107-98-2,,Solvent Count,1,-2.86796,0.209277,-2.86796,0.209277,Hints and Tips,-2.86796,Hints and Tips,N,N,10,10,5,2,0.92,,2.4,,http://msdssearch.dow.com/PublishedLiteratureDOWCOM/dh_08ad/0901b803808ad674.pdf?filepath=oxysolvents/pdfs/noreg/110-00617.pdf&fromPage=GetDoc,More polar analogue of  IPA - Propylene glycol ethers offer better safety profile than ethylene glycol analogues.,N,Y,cosmo,cosmo,-2.86796,126,1-Methoxy-2-propanol,3,Class IC,32,N,C4H10O2,Racemic mixture - are you forming a chiral centre ?,,N,,,,,,N,10.4,828,N,,,0.209277,126,,,ARXJGSRGQADJSQ-UHFFFAOYSA-N,"InChI=1S/C4H10O2/c1-4(5)3-6-2/h4-5H,3H2,1-2H3",N,,-96.7,Y,90.121,1-Methoxypropan-2-ol,N,N,N,1,3,N,-2.86796,0.209277,-1.13539,-1.44295,0.185015,0.209277,120.6,N,3,,,1.4,COCC(O)C,N,,,,,,N,N,N,N,N,T3,N,126,1,7.9,1,1.904,
N,N,N,N,N,N,,,,,,1.022,N,Y,N,N,N,N,N,N,,N,189,100-79-8,,Solvent Count,1,-3.37704,2.79453,-3.37704,2.79453,Hints and Tips,-3.37704,Hints and Tips,N,N,7,7,5,2,1.064,,,,,,N,Y,cosmo,cosmo,-3.37704,155,"2,2-Dimethyl-1,3-dioxolan-4-yl_methanol",1,Class IIIA,90,N,C6H12O3,,,N,,,,,,N,,,N,,,2.79453,155,,,RNVYQYLELCKWAN-UHFFFAOYSA-N,"InChI=1S/C6H12O3/c1-6(2)8-4-5(3-7)9-6/h5,7H,3-4H2,1-2H3",N,,-27,Y,132.158,"(2,2-Dimethyl-1,3-dioxolan-4-yl)methanol",N,N,N,1,7,Y,-3.37704,2.79453,2.00933,0.16007,-0.215957,2.79453,189,N,3,,Can react under acidic conditions,1.434,OCC1COC(O1)(C)C,N,,,,,,N,N,N,N,N,Not Assigned,N,155,,,,,0.06
